seed,fold,generation,best_fitness,mean_fitness,unique,best_rule
1,1,23,0.6622547686836076,0.016394906922847167,53,"ENTRY (ma_spread(10,100) > 0.038 OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033"
1,1,24,0.6622547686836076,0.0709204280947182,52,"ENTRY (ma_spread(10,100) > 0.038 OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033"
1,2,0,0.5872729356805461,-0.12814073539427662,60,"ENTRY (ma_spread(10,100) > 0.038 OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033"
1,2,1,0.5872729356805461,-0.016824342261588132,57,"ENTRY (ma_spread(10,100) > 0.038 OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033"
1,2,2,0.5872729356805461,-0.15963498558546732,58,"ENTRY (ma_spread(10,100) > 0.038 OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033"
1,2,3,0.5872729356805461,-0.1576804151590528,57,"ENTRY (ma_spread(10,100) > 0.038 OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033"
1,2,4,0.5872729356805461,0.029819245325734284,55,"ENTRY (ma_spread(10,100) > 0.038 OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033"
1,2,5,0.6047047375279997,-0.030020734958028126,54,ENTRY ((zscore(100) > -0.11 AND zscore(50) < -1.17) OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033
1,2,6,0.6047047375279997,-0.11728487998090958,54,ENTRY ((zscore(100) > -0.11 AND zscore(50) < -1.17) OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033
1,2,7,0.6047047375279997,-0.043286170482760296,55,ENTRY ((zscore(100) > -0.11 AND zscore(50) < -1.17) OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033
1,2,8,0.6047047375279997,-0.11543631496602899,56,ENTRY ((zscore(100) > -0.11 AND zscore(50) < -1.17) OR trend(20) > 0.063) | EXIT NOT trend(10) < 0.033
